"Station","Magnitude","AnalysisTechnique","AnalysisPeriod","Date","Value","Longitude","Latitude"
"28079024","UV",98,4,"2013-3-6",19,-3.749167,40.42
"28079024","NMHC",2,4,"2013-5-8",0.25,-3.749167,40.42
"28079024","DV",98,4,"2013-12-24",6,-3.749167,40.42
"28079024","UV",98,4,"2013-4-6",28,-3.749167,40.42
"28079024","DV",98,4,"2013-9-20",4,-3.749167,40.42
"28079024","DV",98,4,"2013-10-20",7,-3.749167,40.42
"28079024","RS",98,4,"2013-1-20",63,-3.749167,40.42
"28079024","DV",98,4,"2013-2-7",9,-3.749167,40.42
"28079024","NMHC",2,4,"2013-6-8",0.22,-3.749167,40.42
"28079024","TCH",2,4,"2013-2-26",1.39,-3.749167,40.42
"28079024","UV",98,4,"2013-7-8",63,-3.749167,40.42
"28079024","BEN",59,4,"2013-12-23",0.1,-3.749167,40.42
"28079024","RS",98,4,"2013-2-20",82,-3.749167,40.42
"28079024","PRB",98,4,"2013-11-20",937,-3.749167,40.42
"28079024","PRB",98,4,"2013-12-20",946,-3.749167,40.42
"28079024","UV",98,4,"2013-10-6",28,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-6",0.24,-3.749167,40.42
"28079024","UV",98,4,"2013-1-6",22,-3.749167,40.42
"28079024","UV",98,4,"2013-8-8",66,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-13",0.24,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-8",0.23,-3.749167,40.42
"28079024","PRB",98,4,"2013-9-20",941,-3.749167,40.42
"28079024","PRB",98,4,"2013-10-20",939,-3.749167,40.42
"28079024","UV",98,4,"2013-5-6",46,-3.749167,40.42
"28079024","UV",98,4,"2013-7-6",62,-3.749167,40.42
"28079024","EBE",59,4,"2013-1-23",0.3,-3.749167,40.42
"28079024","DV",98,4,"2013-12-20",12,-3.749167,40.42
"28079024","NMHC",2,4,"2013-10-6",0.23,-3.749167,40.42
"28079024","UV",98,4,"2013-6-8",33,-3.749167,40.42
"28079024","NMHC",2,4,"2013-4-8",0.24,-3.749167,40.42
"28079024","NMHC",2,4,"2013-12-6",0.31,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-20",30.3,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-8",0.23,-3.749167,40.42
"28079024","TMP",98,4,"2013-1-13",5.5,-3.749167,40.42
"28079024","VV",98,4,"2013-7-8",2.07,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-24",3,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-24",9.3,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-24",15.6,-3.749167,40.42
"28079024","NMHC",2,4,"2013-10-8",0.27,-3.749167,40.42
"28079024","NMHC",2,4,"2013-11-6",0.27,-3.749167,40.42
"28079024","UV",98,4,"2013-9-6",40,-3.749167,40.42
"28079024","TCH",2,4,"2013-10-26",1.42,-3.749167,40.42
"28079024","PRB",98,4,"2013-8-20",940,-3.749167,40.42
"28079024","VV",98,4,"2013-3-20",2.38,-3.749167,40.42
"28079024","VV",98,4,"2013-8-24",2.04,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-13",0.22,-3.749167,40.42
"28079024","UV",98,4,"2013-11-6",17,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-13",11.2,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-13",5,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-13",13.7,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-13",20.3,-3.749167,40.42
"28079024","UV",98,4,"2013-6-6",45,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-24",29.6,-3.749167,40.42
"28079024","UV",98,4,"2013-8-6",52,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-6",0.24,-3.749167,40.42
"28079024","TCH",2,4,"2013-11-26",1.42,-3.749167,40.42
"28079024","UV",98,4,"2013-5-8",37,-3.749167,40.42
"28079024","NMHC",2,4,"2013-7-6",0.23,-3.749167,40.42
"28079024","VV",98,4,"2013-8-8",2.31,-3.749167,40.42
"28079024","VV",98,4,"2013-9-24",2.02,-3.749167,40.42
"28079024","VV",98,4,"2013-10-24",2.52,-3.749167,40.42
"28079024","VV",98,4,"2013-11-24",2.23,-3.749167,40.42
"28079024","NMHC",2,4,"2013-11-8",0.23,-3.749167,40.42
"28079024","HR",98,4,"2013-1-20",55,-3.749167,40.42
"28079024","TMP",98,4,"2013-6-13",28,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-24",18.3,-3.749167,40.42
"28079024","TMP",98,4,"2013-6-24",24.3,-3.749167,40.42
"28079024","VV",98,4,"2013-4-8",3.99,-3.749167,40.42
"28079024","PRB",98,4,"2013-7-20",934,-3.749167,40.42
"28079024","VV",98,4,"2013-6-8",4.04,-3.749167,40.42
"28079024","NMHC",2,4,"2013-6-7",0.22,-3.749167,40.42
"28079024","VV",98,4,"2013-4-20",2.79,-3.749167,40.42
"28079024","VV",98,4,"2013-11-7",1.67,-3.749167,40.42
"28079024","VV",98,4,"2013-12-7",1.26,-3.749167,40.42
"28079024","DV",98,4,"2013-1-7",12,-3.749167,40.42
"28079024","EBE",59,4,"2013-9-22",1,-3.749167,40.42
"28079024","EBE",59,4,"2013-10-22",1.3,-3.749167,40.42
"28079024","EBE",59,4,"2013-12-22",0.7,-3.749167,40.42
"28079024","TMP",98,4,"2013-12-12",5.2,-3.749167,40.42
"28079024","UV",98,4,"2013-1-8",17,-3.749167,40.42
"28079024","PRB",98,4,"2013-4-20",942,-3.749167,40.42
"28079024","VV",98,4,"2013-5-8",2.26,-3.749167,40.42
"28079024","HR",98,4,"2013-5-20",55,-3.749167,40.42
"28079024","HR",98,4,"2013-6-20",50,-3.749167,40.42
"28079024","VV",98,4,"2013-10-7",1.74,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-7",0.22,-3.749167,40.42
"28079024","TCH",2,4,"2013-12-26",1.35,-3.749167,40.42
"28079024","TMP",98,4,"2013-8-20",31.1,-3.749167,40.42
"28079024","TMP",98,4,"2013-9-20",23.7,-3.749167,40.42
"28079024","TMP",98,4,"2013-10-20",17.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-11-20",6.7,-3.749167,40.42
"28079024","RS",98,4,"2013-3-20",176,-3.749167,40.42
"28079024","RS",98,4,"2013-4-20",232,-3.749167,40.42
"28079024","RS",98,4,"2013-5-20",173,-3.749167,40.42
"28079024","PRB",98,4,"2013-5-20",937,-3.749167,40.42
"28079024","PRB",98,4,"2013-6-20",937,-3.749167,40.42
"28079024","VV",98,4,"2013-9-7",2.44,-3.749167,40.42
"28079024","RS",98,4,"2013-9-20",186,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-12",11.1,-3.749167,40.42
"28079024","VV",98,4,"2013-5-20",1.99,-3.749167,40.42
"28079024","VV",98,4,"2013-6-20",2.16,-3.749167,40.42
"28079024","VV",98,4,"2013-7-20",2.43,-3.749167,40.42
"28079024","VV",98,4,"2013-12-24",3.75,-3.749167,40.42
"28079024","NMHC",2,4,"2013-12-8",0.37,-3.749167,40.42
"28079024","HR",98,4,"2013-2-20",69,-3.749167,40.42
"28079024","TMP",98,4,"2013-11-12",15.7,-3.749167,40.42
"28079024","UV",98,4,"2013-5-22",47,-3.749167,40.42
"28079024","RS",98,4,"2013-6-20",235,-3.749167,40.42
"28079024","TCH",2,4,"2013-8-26",1.31,-3.749167,40.42
"28079024","TCH",2,4,"2013-9-26",1.46,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-12",8.2,-3.749167,40.42
"28079024","DV",98,4,"2013-7-24",4,-3.749167,40.42
"28079024","DV",98,4,"2013-8-24",3,-3.749167,40.42
"28079024","DV",98,4,"2013-9-24",8,-3.749167,40.42
"28079024","DV",98,4,"2013-10-24",4,-3.749167,40.42
"28079024","DV",98,4,"2013-11-24",10,-3.749167,40.42
"28079024","VV",98,4,"2013-4-22",2.52,-3.749167,40.42
"28079024","UV",98,4,"2013-11-8",7,-3.749167,40.42
"28079024","UV",98,4,"2013-12-8",9,-3.749167,40.42
"28079024","VV",98,4,"2013-1-8",1.66,-3.749167,40.42
"28079024","DV",98,4,"2013-3-24",8,-3.749167,40.42
"28079024","UV",98,4,"2013-2-8",22,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-12",6.9,-3.749167,40.42
"28079024","UV",98,4,"2013-4-8",28,-3.749167,40.42
"28079024","VV",98,4,"2013-12-22",1.24,-3.749167,40.42
"28079024","DV",98,4,"2013-1-22",8,-3.749167,40.42
"28079024","DV",98,4,"2013-2-22",8,-3.749167,40.42
"28079024","DV",98,4,"2013-3-22",8,-3.749167,40.42
"28079024","RS",98,4,"2013-8-21",201,-3.749167,40.42
"28079024","RS",98,4,"2013-9-21",163,-3.749167,40.42
"28079024","RS",98,4,"2013-10-21",92,-3.749167,40.42
"28079024","TMP",98,4,"2013-12-20",6.9,-3.749167,40.42
"28079024","HR",98,4,"2013-3-20",56,-3.749167,40.42
"28079024","VV",98,4,"2013-2-8",3.12,-3.749167,40.42
"28079024","VV",98,4,"2013-3-8",2.58,-3.749167,40.42
"28079024","UV",98,4,"2013-3-8",13,-3.749167,40.42
"28079024","VV",98,4,"2013-11-22",2.16,-3.749167,40.42
"28079024","VV",98,4,"2013-2-20",2.31,-3.749167,40.42
"28079024","VV",98,4,"2013-9-13",2.13,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-12",18.5,-3.749167,40.42
"28079024","TMP",98,4,"2013-6-12",26.1,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-12",30.8,-3.749167,40.42
"28079024","VV",98,4,"2013-8-20",2.21,-3.749167,40.42
"28079024","DV",98,4,"2013-1-24",8,-3.749167,40.42
"28079024","DV",98,4,"2013-2-24",11,-3.749167,40.42
"28079024","DV",98,4,"2013-4-13",13,-3.749167,40.42
"28079024","DV",98,4,"2013-5-13",12,-3.749167,40.42
"28079024","DV",98,4,"2013-6-13",8,-3.749167,40.42
"28079024","VV",98,4,"2013-10-22",2.87,-3.749167,40.42
"28079024","VV",98,4,"2013-1-20",4.73,-3.749167,40.42
"28079024","DV",98,4,"2013-9-13",11,-3.749167,40.42
"28079024","DV",98,4,"2013-10-13",7,-3.749167,40.42
"28079024","DV",98,4,"2013-11-13",2,-3.749167,40.42
"28079024","DV",98,4,"2013-12-13",13,-3.749167,40.42
"28079024","DV",98,4,"2013-6-20",12,-3.749167,40.42
"28079024","DV",98,4,"2013-7-20",7,-3.749167,40.42
"28079024","UV",98,4,"2013-7-16",52,-3.749167,40.42
"28079024","UV",98,4,"2013-8-16",46,-3.749167,40.42
"28079024","UV",98,4,"2013-9-16",51,-3.749167,40.42
"28079024","UV",98,4,"2013-10-16",23,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-13",28.8,-3.749167,40.42
"28079024","DV",98,4,"2013-7-13",6,-3.749167,40.42
"28079024","DV",98,4,"2013-8-13",8,-3.749167,40.42
"28079024","VV",98,4,"2013-2-16",1.47,-3.749167,40.42
"28079024","VV",98,4,"2013-3-16",2.26,-3.749167,40.42
"28079024","VV",98,4,"2013-4-16",1.72,-3.749167,40.42
"28079024","VV",98,4,"2013-5-16",2.81,-3.749167,40.42
"28079024","VV",98,4,"2013-6-16",3,-3.749167,40.42
"28079024","NMHC",2,4,"2013-1-26",0.26,-3.749167,40.42
"28079024","NMHC",2,4,"2013-2-26",0.28,-3.749167,40.42
"28079024","NMHC",2,4,"2013-3-26",0.21,-3.749167,40.42
"28079024","NMHC",2,4,"2013-4-26",0.23,-3.749167,40.42
"28079024","HR",98,4,"2013-3-18",44,-3.749167,40.42
"28079024","HR",98,4,"2013-4-18",41,-3.749167,40.42
"28079024","TCH",2,4,"2013-6-26",1.31,-3.749167,40.42
"28079024","TCH",2,4,"2013-7-26",1.34,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-26",0.27,-3.749167,40.42
"28079024","NMHC",2,4,"2013-10-26",0.24,-3.749167,40.42
"28079024","NMHC",2,4,"2013-11-26",0.31,-3.749167,40.42
"28079024","VV",98,4,"2013-10-13",2.21,-3.749167,40.42
"28079024","VV",98,4,"2013-11-13",2.7,-3.749167,40.42
"28079024","VV",98,4,"2013-12-13",1.14,-3.749167,40.42
"28079024","TMP",98,4,"2013-8-12",30.3,-3.749167,40.42
"28079024","TMP",98,4,"2013-9-12",21.7,-3.749167,40.42
"28079024","TMP",98,4,"2013-10-12",16.2,-3.749167,40.42
"28079024","VV",98,4,"2013-3-7",4.37,-3.749167,40.42
"28079024","VV",98,4,"2013-4-7",2.23,-3.749167,40.42
"28079024","VV",98,4,"2013-5-7",2.55,-3.749167,40.42
"28079024","VV",98,4,"2013-6-7",3.25,-3.749167,40.42
"28079024","VV",98,4,"2013-7-7",2.08,-3.749167,40.42
"28079024","VV",98,4,"2013-8-7",3.02,-3.749167,40.42
"28079024","UV",98,4,"2013-11-12",15,-3.749167,40.42
"28079024","UV",98,4,"2013-12-12",9,-3.749167,40.42
"28079024","VV",98,4,"2013-1-12",3.9,-3.749167,40.42
"28079024","VV",98,4,"2013-2-12",3.46,-3.749167,40.42
"28079024","VV",98,4,"2013-3-12",4.01,-3.749167,40.42
"28079024","VV",98,4,"2013-4-12",3.17,-3.749167,40.42
"28079024","VV",98,4,"2013-5-12",2.27,-3.749167,40.42
"28079024","VV",98,4,"2013-6-12",2.11,-3.749167,40.42
"28079024","DV",98,4,"2013-5-7",8,-3.749167,40.42
"28079024","DV",98,4,"2013-6-7",7,-3.749167,40.42
"28079024","DV",98,4,"2013-7-7",3,-3.749167,40.42
"28079024","DV",98,4,"2013-8-7",12,-3.749167,40.42
"28079024","RS",98,4,"2013-7-20",229,-3.749167,40.42
"28079024","RS",98,4,"2013-8-20",209,-3.749167,40.42
"28079024","DV",98,4,"2013-11-7",11,-3.749167,40.42
"28079024","DV",98,4,"2013-2-12",11,-3.749167,40.42
"28079024","DV",98,4,"2013-3-12",8,-3.749167,40.42
"28079024","DV",98,4,"2013-4-12",8,-3.749167,40.42
"28079024","DV",98,4,"2013-5-12",13,-3.749167,40.42
"28079024","DV",98,4,"2013-6-12",6,-3.749167,40.42
"28079024","DV",98,4,"2013-7-12",2,-3.749167,40.42
"28079024","NMHC",2,4,"2013-5-26",0.23,-3.749167,40.42
"28079024","NMHC",2,4,"2013-6-26",0.23,-3.749167,40.42
"28079024","HR",98,4,"2013-5-18",61,-3.749167,40.42
"28079024","HR",98,4,"2013-4-20",23,-3.749167,40.42
"28079024","NMHC",2,4,"2013-6-22",0.22,-3.749167,40.42
"28079024","NMHC",2,4,"2013-7-22",0.23,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-22",0.25,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-22",0.23,-3.749167,40.42
"28079024","NMHC",2,4,"2013-10-22",0.31,-3.749167,40.42
"28079024","NMHC",2,4,"2013-11-22",0.27,-3.749167,40.42
"28079024","DV",98,4,"2013-1-13",10,-3.749167,40.42
"28079024","DV",98,4,"2013-2-13",11,-3.749167,40.42
"28079024","DV",98,4,"2013-3-13",12,-3.749167,40.42
"28079024","UV",98,4,"2013-3-22",12,-3.749167,40.42
"28079024","UV",98,4,"2013-4-22",40,-3.749167,40.42
"28079024","VV",98,4,"2013-2-27",2.65,-3.749167,40.42
"28079024","VV",98,4,"2013-3-27",3.83,-3.749167,40.42
"28079024","VV",98,4,"2013-4-27",2.85,-3.749167,40.42
"28079024","VV",98,4,"2013-5-27",2.7,-3.749167,40.42
"28079024","VV",98,4,"2013-6-27",2.51,-3.749167,40.42
"28079024","VV",98,4,"2013-7-27",3.28,-3.749167,40.42
"28079024","VV",98,4,"2013-8-27",2.39,-3.749167,40.42
"28079024","VV",98,4,"2013-9-27",3.26,-3.749167,40.42
"28079024","VV",98,4,"2013-10-27",1.37,-3.749167,40.42
"28079024","VV",98,4,"2013-11-27",3.17,-3.749167,40.42
"28079024","VV",98,4,"2013-12-27",4.69,-3.749167,40.42
"28079024","VV",98,4,"2013-5-22",2.14,-3.749167,40.42
"28079024","VV",98,4,"2013-6-22",2,-3.749167,40.42
"28079024","VV",98,4,"2013-7-22",2.21,-3.749167,40.42
"28079024","VV",98,4,"2013-8-22",2.78,-3.749167,40.42
"28079024","VV",98,4,"2013-9-22",2.05,-3.749167,40.42
"28079024","EBE",59,4,"2013-7-23",1.2,-3.749167,40.42
"28079024","EBE",59,4,"2013-8-23",1.1,-3.749167,40.42
"28079024","EBE",59,4,"2013-9-23",1.3,-3.749167,40.42
"28079024","EBE",59,4,"2013-10-23",1,-3.749167,40.42
"28079024","EBE",59,4,"2013-12-23",0.7,-3.749167,40.42
"28079024","TCH",2,4,"2013-1-23",1.34,-3.749167,40.42
"28079024","TCH",2,4,"2013-2-23",1.37,-3.749167,40.42
"28079024","UV",98,4,"2013-12-6",11,-3.749167,40.42
"28079024","VV",98,4,"2013-1-6",1.47,-3.749167,40.42
"28079024","DV",98,4,"2013-8-12",12,-3.749167,40.42
"28079024","DV",98,4,"2013-9-12",9,-3.749167,40.42
"28079024","NMHC",2,4,"2013-7-26",0.24,-3.749167,40.42
"28079024","NMHC",2,4,"2013-8-26",0.22,-3.749167,40.42
"28079024","UV",98,4,"2013-12-20",7,-3.749167,40.42
"28079024","VV",98,4,"2013-7-13",2.52,-3.749167,40.42
"28079024","VV",98,4,"2013-8-13",2.24,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-22",8.5,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-22",8.7,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-22",15.5,-3.749167,40.42
"28079024","NMHC",2,4,"2013-12-22",0.34,-3.749167,40.42
"28079024","UV",98,4,"2013-1-22",14,-3.749167,40.42
"28079024","UV",98,4,"2013-2-22",22,-3.749167,40.42
"28079024","TMP",98,4,"2013-8-22",30,-3.749167,40.42
"28079024","VV",98,4,"2013-9-20",2.03,-3.749167,40.42
"28079024","VV",98,4,"2013-10-20",2.78,-3.749167,40.42
"28079024","VV",98,4,"2013-11-20",1.84,-3.749167,40.42
"28079024","VV",98,4,"2013-12-20",2.5,-3.749167,40.42
"28079024","DV",98,4,"2013-1-20",11,-3.749167,40.42
"28079024","DV",98,4,"2013-2-20",8,-3.749167,40.42
"28079024","DV",98,4,"2013-3-20",8,-3.749167,40.42
"28079024","DV",98,4,"2013-4-20",5,-3.749167,40.42
"28079024","DV",98,4,"2013-5-20",10,-3.749167,40.42
"28079024","DV",98,4,"2013-12-6",13,-3.749167,40.42
"28079024","TMP",98,4,"2013-1-6",3.8,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-6",7.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-6",11.4,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-6",7,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-6",16.5,-3.749167,40.42
"28079024","UV",98,4,"2013-11-16",6,-3.749167,40.42
"28079024","UV",98,4,"2013-12-16",8,-3.749167,40.42
"28079024","VV",98,4,"2013-1-16",4.55,-3.749167,40.42
"28079024","VV",98,4,"2013-3-23",2.06,-3.749167,40.42
"28079024","VV",98,4,"2013-4-23",2.36,-3.749167,40.42
"28079024","VV",98,4,"2013-5-23",1.99,-3.749167,40.42
"28079024","VV",98,4,"2013-6-23",2.31,-3.749167,40.42
"28079024","VV",98,4,"2013-7-23",2.87,-3.749167,40.42
"28079024","VV",98,4,"2013-7-16",2.27,-3.749167,40.42
"28079024","VV",98,4,"2013-8-16",2.87,-3.749167,40.42
"28079024","VV",98,4,"2013-9-16",2.2,-3.749167,40.42
"28079024","VV",98,4,"2013-10-16",1.57,-3.749167,40.42
"28079024","VV",98,4,"2013-11-16",2.03,-3.749167,40.42
"28079024","VV",98,4,"2013-12-16",1.64,-3.749167,40.42
"28079024","DV",98,4,"2013-1-16",8,-3.749167,40.42
"28079024","DV",98,4,"2013-2-16",8,-3.749167,40.42
"28079024","DV",98,4,"2013-3-16",4,-3.749167,40.42
"28079024","HR",98,4,"2013-6-18",55,-3.749167,40.42
"28079024","HR",98,4,"2013-7-18",45,-3.749167,40.42
"28079024","HR",98,4,"2013-8-18",45,-3.749167,40.42
"28079024","HR",98,4,"2013-7-20",39,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-22",17,-3.749167,40.42
"28079024","TMP",98,4,"2013-6-22",25.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-22",27.4,-3.749167,40.42
"28079024","HR",98,4,"2013-11-20",53,-3.749167,40.42
"28079024","HR",98,4,"2013-12-20",52,-3.749167,40.42
"28079024","PRB",98,4,"2013-1-20",919,-3.749167,40.42
"28079024","PRB",98,4,"2013-2-20",932,-3.749167,40.42
"28079024","PRB",98,4,"2013-3-20",930,-3.749167,40.42
"28079024","UV",98,4,"2013-9-12",49,-3.749167,40.42
"28079024","UV",98,4,"2013-10-12",22,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-23",29,-3.749167,40.42
"28079024","TMP",98,4,"2013-8-23",28.4,-3.749167,40.42
"28079024","TMP",98,4,"2013-9-23",24.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-10-23",16.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-11-23",5,-3.749167,40.42
"28079024","TMP",98,4,"2013-12-23",5.4,-3.749167,40.42
"28079024","HR",98,4,"2013-1-23",51,-3.749167,40.42
"28079024","HR",98,4,"2013-2-23",46,-3.749167,40.42
"28079024","VV",98,4,"2013-7-12",2.95,-3.749167,40.42
"28079024","VV",98,4,"2013-8-12",2.67,-3.749167,40.42
"28079024","VV",98,4,"2013-9-12",2.01,-3.749167,40.42
"28079024","VV",98,4,"2013-10-12",2.12,-3.749167,40.42
"28079024","DV",98,4,"2013-9-7",7,-3.749167,40.42
"28079024","DV",98,4,"2013-10-7",3,-3.749167,40.42
"28079024","DV",98,4,"2013-1-12",8,-3.749167,40.42
"28079024","DV",98,4,"2013-12-21",11,-3.749167,40.42
"28079024","TMP",98,4,"2013-1-21",6.8,-3.749167,40.42
"28079024","TMP",98,4,"2013-2-21",8.8,-3.749167,40.42
"28079024","TMP",98,4,"2013-3-21",9.6,-3.749167,40.42
"28079024","TMP",98,4,"2013-4-21",14.5,-3.749167,40.42
"28079024","TMP",98,4,"2013-5-21",13.1,-3.749167,40.42
"28079024","TMP",98,4,"2013-6-21",24.1,-3.749167,40.42
"28079024","TMP",98,4,"2013-7-21",27.4,-3.749167,40.42
"28079024","DV",98,4,"2013-10-12",13,-3.749167,40.42
"28079024","DV",98,4,"2013-11-12",12,-3.749167,40.42
"28079024","DV",98,4,"2013-12-12",9,-3.749167,40.42
"28079024","TMP",98,4,"2013-1-12",7.9,-3.749167,40.42
"28079024","UV",98,4,"2013-5-27",39,-3.749167,40.42
"28079024","UV",98,4,"2013-6-27",59,-3.749167,40.42
"28079024","UV",98,4,"2013-7-27",36,-3.749167,40.42
"28079024","UV",98,4,"2013-8-27",45,-3.749167,40.42
"28079024","UV",98,4,"2013-9-27",31,-3.749167,40.42
"28079024","UV",98,4,"2013-10-27",18,-3.749167,40.42
"28079024","UV",98,4,"2013-11-27",10,-3.749167,40.42
"28079024","UV",98,4,"2013-12-27",5,-3.749167,40.42
"28079024","VV",98,4,"2013-1-27",3.06,-3.749167,40.42
"28079024","TCH",2,4,"2013-12-13",1.86,-3.749167,40.42
"28079024","NMHC",2,4,"2013-1-13",0.25,-3.749167,40.42
"28079024","NMHC",2,4,"2013-2-13",0.28,-3.749167,40.42
"28079024","NMHC",2,4,"2013-3-13",0.26,-3.749167,40.42
"28079024","NMHC",2,4,"2013-4-13",0.27,-3.749167,40.42
"28079024","NMHC",2,4,"2013-5-13",0.25,-3.749167,40.42
"28079024","NMHC",2,4,"2013-6-13",0.22,-3.749167,40.42
"28079024","NMHC",2,4,"2013-7-13",0.24,-3.749167,40.42
"28079024","PRB",98,4,"2013-4-21",938,-3.749167,40.42
"28079024","PRB",98,4,"2013-5-21",937,-3.749167,40.42
"28079024","PRB",98,4,"2013-6-21",938,-3.749167,40.42
"28079024","DV",98,4,"2013-1-27",11,-3.749167,40.42
"28079024","EBE",59,4,"2013-2-23",0.5,-3.749167,40.42
"28079024","EBE",59,4,"2013-4-23",0.5,-3.749167,40.42
"28079024","EBE",59,4,"2013-5-23",0.6,-3.749167,40.42
"28079024","EBE",59,4,"2013-6-23",0.9,-3.749167,40.42
"28079024","UV",98,4,"2013-4-13",39,-3.749167,40.42
"28079024","UV",98,4,"2013-5-13",51,-3.749167,40.42
"28079024","UV",98,4,"2013-6-13",69,-3.749167,40.42
"28079024","UV",98,4,"2013-7-13",61,-3.749167,40.42
"28079024","UV",98,4,"2013-8-13",57,-3.749167,40.42
"28079024","UV",98,4,"2013-9-13",49,-3.749167,40.42
"28079024","UV",98,4,"2013-10-13",18,-3.749167,40.42
"28079024","UV",98,4,"2013-11-13",12,-3.749167,40.42
"28079024","UV",98,4,"2013-12-13",6,-3.749167,40.42
"28079024","VV",98,4,"2013-1-13",2.85,-3.749167,40.42
"28079024","VV",98,4,"2013-2-13",2.23,-3.749167,40.42
"28079024","UV",98,4,"2013-9-20",47,-3.749167,40.42
"28079024","UV",98,4,"2013-10-20",19,-3.749167,40.42
"28079024","UV",98,4,"2013-11-20",9,-3.749167,40.42
"28079024","DV",98,4,"2013-12-22",13,-3.749167,40.42
"28079024","TMP",98,4,"2013-1-22",3.1,-3.749167,40.42
"28079024","LL",98,4,"2013-4-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-5-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-6-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-7-21",0.1,-3.749167,40.42
"28079024","LL",98,4,"2013-8-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-9-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-10-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-11-21",0,-3.749167,40.42
"28079024","LL",98,4,"2013-12-21",0,-3.749167,40.42
"28079024","BEN",59,4,"2013-12-26",0.1,-3.749167,40.42
"28079024","EBE",59,4,"2013-1-26",0.4,-3.749167,40.42
"28079024","EBE",59,4,"2013-2-26",0.6,-3.749167,40.42
"28079024","EBE",59,4,"2013-3-26",0.6,-3.749167,40.42
"28079024","EBE",59,4,"2013-4-26",0.7,-3.749167,40.42
"28079024","EBE",59,4,"2013-5-26",0.6,-3.749167,40.42
"28079024","EBE",59,4,"2013-6-26",0.7,-3.749167,40.42
"28079024","EBE",59,4,"2013-7-26",1.2,-3.749167,40.42
"28079024","EBE",59,4,"2013-9-26",1.3,-3.749167,40.42
"28079024","EBE",59,4,"2013-10-26",1.1,-3.749167,40.42
"28079024","EBE",59,4,"2013-12-26",0.9,-3.749167,40.42
"28079024","TCH",2,4,"2013-1-26",1.34,-3.749167,40.42
"28079024","VV",98,4,"2013-1-9",1.62,-3.749167,40.42
"28079024","VV",98,4,"2013-2-9",2.11,-3.749167,40.42
"28079024","VV",98,4,"2013-3-9",3.24,-3.749167,40.42
"28079024","VV",98,4,"2013-4-9",6.01,-3.749167,40.42
"28079024","VV",98,4,"2013-5-9",3.07,-3.749167,40.42
"28079024","VV",98,4,"2013-6-9",3.42,-3.749167,40.42
"28079024","VV",98,4,"2013-7-9",2.54,-3.749167,40.42
"28079024","VV",98,4,"2013-8-9",2.26,-3.749167,40.42
"28079024","VV",98,4,"2013-9-9",2.14,-3.749167,40.42
"28079024","NMHC",2,4,"2013-9-7",0.24,-3.749167,40.42
"28079024","NMHC",2,4,"2013-10-7",0.25,-3.749167,40.42
"28079024","NMHC",2,4,"2013-11-7",0.22,-3.749167,40.42
"28079024","NMHC",2,4,"2013-12-7",0.35,-3.749167,40.42
"28079024","UV",98,4,"2013-1-7",17,-3.749167,40.42
