Station,Year,Month,Day,Magnitude,Value
28079001,2009,1,2,NOx,169.3
28079001,2009,1,2,O3,9.99
28079001,2009,1,2,LLA,0
28079035,2009,1,2,SO2,23.55
28079035,2009,1,2,CO,0.71
28079035,2009,1,2,NO,69.53
28079035,2009,1,2,PM10,33.36
28079035,2009,1,2,NOx,145.7
28079035,2009,1,2,O3,9.16
28079004,2009,1,2,SO2,24.65
28079004,2009,1,2,CO,0.83
28079004,2009,1,2,NO,73.18
28079004,2009,1,2,PM10,36.38
28079004,2009,1,2,NOx,319.2
28079004,2009,1,2,O3,13.61
28079004,2009,1,2,VV,1.01
28079004,2009,1,2,DV,7.19
28079004,2009,1,2,TMP,9.83
28079004,2009,1,2,HR,79.72
28079004,2009,1,2,LLA,0
28079039,2009,1,2,SO2,11.02
28079039,2009,1,2,CO,0.46
28079039,2009,1,2,NO,62.47
28079039,2009,1,2,PM10,29.51
28079039,2009,1,2,NOx,126.2
28079039,2009,1,2,O3,14.85
28079039,2009,1,2,LLA,0
28079006,2009,1,2,SO2,23.28
28079006,2009,1,2,CO,0.67
28079006,2009,1,2,NO,77.86
28079006,2009,1,2,PM2.5,18.4
28079006,2009,1,2,PM10,34.13
28079006,2009,1,2,NOx,173.2
28079006,2009,1,2,O3,7.18
28079006,2009,1,2,TOL,8.41
28079006,2009,1,2,BEN,2.31
28079006,2009,1,2,EBE,1.88
28079006,2009,1,2,MXY,3.27
28079006,2009,1,2,PXY,1.64
28079006,2009,1,2,OXY,1.81
28079006,2009,1,2,TCH,1.75
28079006,2009,1,2,NMHC,0.16
28079007,2009,1,2,SO2,26.3
28079007,2009,1,2,CO,0.61
28079007,2009,1,2,NO,82.64
28079007,2009,1,2,PM10,27.2
28079007,2009,1,2,NOx,147.5
28079007,2009,1,2,O3,10.42
28079007,2009,1,2,TCH,1.85
28079007,2009,1,2,NMHC,0.19
28079007,2009,1,2,LLA,0
28079008,2009,1,2,SO2,19.24
28079008,2009,1,2,CO,0.58
28079008,2009,1,2,NO,70.9
28079008,2009,1,2,PM10,29.07
28079008,2009,1,2,NOx,144
28079008,2009,1,2,O3,8.5
28079008,2009,1,2,TOL,5.08
28079008,2009,1,2,BEN,0.64
28079008,2009,1,2,EBE,0.63
28079008,2009,1,2,TCH,2.03
28079008,2009,1,2,NMHC,0.12
28079009,2009,1,2,SO2,10.72
28079009,2009,1,2,CO,0.7
28079009,2009,1,2,NO,54.74
28079009,2009,1,2,PM10,45.07
28079009,2009,1,2,NOx,171.1
28079009,2009,1,2,O3,4.29
28079038,2009,1,2,SO2,23.64
28079038,2009,1,2,CO,0.52
28079038,2009,1,2,NO,67.16
28079038,2009,1,2,PM2.5,19.01
28079038,2009,1,2,PM10,35.81
28079038,2009,1,2,NOx,130
28079038,2009,1,2,O3,10.71
28079038,2009,1,2,TMP,11.75
28079038,2009,1,2,LLA,0
28079011,2009,1,2,SO2,17.9
28079011,2009,1,2,CO,0.4
28079011,2009,1,2,NO,66.68
28079011,2009,1,2,PM10,16.58
28079011,2009,1,2,NOx,121.1
28079011,2009,1,2,O3,16.21
28079011,2009,1,2,TCH,1.67
28079011,2009,1,2,NMHC,0.14
28079011,2009,1,2,LLA,0
28079012,2009,1,2,SO2,21.07
28079012,2009,1,2,CO,0.6
28079012,2009,1,2,NO,75.9
28079012,2009,1,2,PM10,21.27
28079012,2009,1,2,NOx,143.1
28079012,2009,1,2,O3,9.66
28079012,2009,1,2,LLA,0
28079040,2009,1,2,SO2,15.09
28079040,2009,1,2,CO,0.57
28079040,2009,1,2,NO,60.06
28079040,2009,1,2,PM10,27.43
28079040,2009,1,2,NOx,117.9
28079040,2009,1,2,O3,11.28
28079040,2009,1,2,LLA,0
28079014,2009,1,2,SO2,13.14
28079014,2009,1,2,CO,0.65
28079014,2009,1,2,NO,80.84
28079014,2009,1,2,PM10,40.61
28079014,2009,1,2,NOx,184.4
28079014,2009,1,2,O3,13.19
28079014,2009,1,2,VV,0.63
28079014,2009,1,2,DV,8.11
28079014,2009,1,2,TMP,12.59
28079014,2009,1,2,HR,87.48
28079014,2009,1,2,LLA,0
28079016,2009,1,2,SO2,11.33
28079016,2009,1,2,CO,0.52
28079016,2009,1,2,NO,57.38
28079016,2009,1,2,PM10,22.81
28079016,2009,1,2,NOx,119.6
28079016,2009,1,2,O3,15
28079016,2009,1,2,LLA,0
28079018,2009,1,2,SO2,24.96
28079018,2009,1,2,CO,0.74
28079018,2009,1,2,NO,73.1
28079018,2009,1,2,PM10,36.98
28079018,2009,1,2,NOx,155.4
28079018,2009,1,2,O3,6.37
28079018,2009,1,2,TMP,7.26
28079018,2009,1,2,LLA,0
28079019,2009,1,2,SO2,14.08
28079019,2009,1,2,CO,0.73
28079019,2009,1,2,NO,85.57
28079019,2009,1,2,PM10,26.8
28079019,2009,1,2,NOx,203.6
28079019,2009,1,2,O3,5.89
28079019,2009,1,2,LLA,0
28079036,2009,1,2,SO2,32.06
28079036,2009,1,2,CO,0.77
28079036,2009,1,2,NO,66.19
28079036,2009,1,2,PM10,28.73
28079036,2009,1,2,NOx,157.3
28079036,2009,1,2,O3,10.77
28079036,2009,1,2,LLA,0
28079021,2009,1,2,SO2,19.48
28079021,2009,1,2,CO,0.57
28079021,2009,1,2,NO,81.35
28079021,2009,1,2,PM10,19.18
28079021,2009,1,2,NOx,155.2
28079021,2009,1,2,O3,8.5
28079021,2009,1,2,TMP,10.39
28079021,2009,1,2,PRB,926.1
28079021,2009,1,2,LLA,0
28079023,2009,1,2,SO2,8.52
28079023,2009,1,2,CO,0.66
28079023,2009,1,2,NO,75.84
28079023,2009,1,2,NOx,179.9
28079023,2009,1,2,O3,12.88
28079023,2009,1,2,TOL,6.83
28079023,2009,1,2,BEN,2.27
28079023,2009,1,2,EBE,1.37
28079023,2009,1,2,TCH,2.04
28079023,2009,1,2,NMHC,0.28
28079024,2009,1,2,SO2,14.52
28079024,2009,1,2,CO,0.43
28079024,2009,1,2,NO,61.61
28079024,2009,1,2,PM2.5,19.85
28079024,2009,1,2,PM10,30
28079024,2009,1,2,NOx,103.1
28079024,2009,1,2,O3,6.68
28079024,2009,1,2,TOL,3.52
28079024,2009,1,2,BEN,1.29
28079024,2009,1,2,EBE,0.97
28079024,2009,1,2,MXY,2.23
28079024,2009,1,2,PXY,1.07
28079024,2009,1,2,OXY,0.26
28079024,2009,1,2,TCH,1.7
28079024,2009,1,2,NMHC,0.09
28079024,2009,1,2,UV,11.21
28079024,2009,1,2,VV,1.06
28079024,2009,1,2,DV,9.27
28079024,2009,1,2,TMP,9.39
28079024,2009,1,2,HR,76.16
28079024,2009,1,2,PRB,926.4
28079024,2009,1,2,RS,52.58
28079024,2009,1,2,LLA,0
28079025,2009,1,2,SO2,6.54
28079025,2009,1,2,CO,0.63
28079025,2009,1,2,NO,92.94
28079025,2009,1,2,PM10,44.03
28079025,2009,1,2,NOx,213.9
28079025,2009,1,2,O3,11.38
28079025,2009,1,2,UV,12.33
28079025,2009,1,2,VV,0.34
28079025,2009,1,2,DV,4.01
28079025,2009,1,2,TMP,10.67
28079025,2009,1,2,LLA,0
28079026,2009,1,2,SO2,9.85
28079026,2009,1,2,NO,91
28079026,2009,1,2,PM2.5,17.26
28079026,2009,1,2,PM10,25.28
28079026,2009,1,2,NOx,166.5
28079026,2009,1,2,O3,14.48
28079026,2009,1,2,TOL,0.84
28079026,2009,1,2,BEN,0.42
28079026,2009,1,2,EBE,0.92
28079026,2009,1,2,TCH,1.81
28079026,2009,1,2,NMHC,0.35
28079027,2009,1,2,SO2,8.3
28079027,2009,1,2,NO,53.42
28079027,2009,1,2,PM10,23.63
28079027,2009,1,2,NOx,122.6
28079027,2009,1,2,TOL,3.89
28079027,2009,1,2,BEN,0.96
28079027,2009,1,2,EBE,2.78
28079027,2009,1,2,TCH,1.68
28079027,2009,1,2,NMHC,0.2
28079099,2009,1,2,SO2,17.33
28079099,2009,1,2,CO,0.62
28079099,2009,1,2,NO,72.06
28079099,2009,1,2,PM2.5,20.14
28079099,2009,1,2,PM10,30.78
28079099,2009,1,2,NOx,160.2
28079099,2009,1,2,O3,10.36
28079099,2009,1,2,TOL,4.76
28079099,2009,1,2,BEN,1.31
28079099,2009,1,2,EBE,1.42
28079099,2009,1,2,MXY,2.75
28079099,2009,1,2,PXY,1.36
28079099,2009,1,2,OXY,1.03
28079099,2009,1,2,TCH,1.82
28079099,2009,1,2,NMHC,0.19
28079099,2009,1,2,UV,11.77
28079099,2009,1,2,VV,0.76
28079099,2009,1,2,DV,7.03
28079099,2009,1,2,TMP,10.27
28079099,2009,1,2,HR,81.12
28079099,2009,1,2,PRB,926.3
28079099,2009,1,2,RS,52.58
28079099,2009,1,2,LLA,0
28079001,2009,1,3,SO2,18.65
28079001,2009,1,3,CO,0.49
28079001,2009,1,3,NO,60.69
28079001,2009,1,3,PM2.5,14.44
28079001,2009,1,3,PM10,17.68
28079001,2009,1,3,NOx,136.8
28079001,2009,1,3,O3,9.19
28079001,2009,1,3,LLA,8.5
28079035,2009,1,3,SO2,18.25
28079035,2009,1,3,CO,0.65
28079035,2009,1,3,NO,64.06
28079035,2009,1,3,PM10,20.6
28079035,2009,1,3,NOx,136.2
28079035,2009,1,3,O3,8.58
28079004,2009,1,3,SO2,18.81
28079004,2009,1,3,CO,0.61
28079004,2009,1,3,NO,63.06
28079004,2009,1,3,PM10,19.89
28079004,2009,1,3,NOx,265.6
28079004,2009,1,3,O3,14.27
28079004,2009,1,3,VV,1.15
28079004,2009,1,3,DV,8.57
28079004,2009,1,3,TMP,8.76
28079004,2009,1,3,HR,90.07
28079004,2009,1,3,LLA,7.5
28079039,2009,1,3,SO2,8.67
28079039,2009,1,3,CO,0.35
28079039,2009,1,3,NO,49.63
28079039,2009,1,3,PM10,12.21
28079039,2009,1,3,NOx,86.1
28079039,2009,1,3,O3,11.33
28079039,2009,1,3,LLA,9
28079006,2009,1,3,SO2,16.13
28079006,2009,1,3,CO,0.52
28079006,2009,1,3,NO,64.41
28079006,2009,1,3,PM2.5,12.19
28079006,2009,1,3,PM10,19.02
28079006,2009,1,3,NOx,140.4
28079006,2009,1,3,O3,7.27
28079006,2009,1,3,TOL,5.63
28079006,2009,1,3,BEN,1.56
28079006,2009,1,3,EBE,1.29
28079006,2009,1,3,MXY,2.03
28079006,2009,1,3,PXY,1.05
28079006,2009,1,3,OXY,1.14
28079006,2009,1,3,TCH,1.56
28079006,2009,1,3,NMHC,0.14
28079007,2009,1,3,SO2,22.14
28079007,2009,1,3,CO,0.5
28079007,2009,1,3,NO,67.22
28079007,2009,1,3,PM10,14.64
28079007,2009,1,3,NOx,117
28079007,2009,1,3,O3,9.41
28079007,2009,1,3,TCH,1.63
28079007,2009,1,3,NMHC,0.16
28079007,2009,1,3,LLA,7.5
28079008,2009,1,3,SO2,23.04
28079008,2009,1,3,CO,0.61
28079008,2009,1,3,NO,64.63
28079008,2009,1,3,PM10,18.55
28079008,2009,1,3,NOx,134.8
28079008,2009,1,3,O3,6.28
28079008,2009,1,3,TOL,5.64
28079008,2009,1,3,BEN,0.72
28079008,2009,1,3,EBE,0.65
28079008,2009,1,3,TCH,1.76
28079008,2009,1,3,NMHC,0.12
28079009,2009,1,3,SO2,10.68
28079009,2009,1,3,CO,0.63
28079009,2009,1,3,NO,43.58
28079009,2009,1,3,PM10,19.48
28079009,2009,1,3,NOx,133.3
28079009,2009,1,3,O3,3.72
28079038,2009,1,3,SO2,18.78
28079038,2009,1,3,CO,0.41
28079038,2009,1,3,NO,58.56
28079038,2009,1,3,PM2.5,10.84
28079038,2009,1,3,PM10,18.38
28079038,2009,1,3,NOx,108.4
28079038,2009,1,3,O3,9.24
28079038,2009,1,3,TMP,10.02
28079038,2009,1,3,LLA,2.5
28079011,2009,1,3,SO2,14.49
28079011,2009,1,3,CO,0.36
28079011,2009,1,3,NO,56.89
28079011,2009,1,3,PM10,9.73
28079011,2009,1,3,NOx,103.7
28079011,2009,1,3,O3,12.99
28079011,2009,1,3,TCH,1.57
28079011,2009,1,3,NMHC,0.13
28079011,2009,1,3,LLA,7.5
28079012,2009,1,3,SO2,13.73
28079012,2009,1,3,CO,0.52
28079012,2009,1,3,NO,64.05
28079012,2009,1,3,PM10,11.62
28079012,2009,1,3,NOx,110.3
28079012,2009,1,3,O3,8.22
28079012,2009,1,3,LLA,5
28079040,2009,1,3,SO2,14.65
28079040,2009,1,3,CO,0.46
28079040,2009,1,3,NO,48.4
28079040,2009,1,3,PM10,12.17
28079040,2009,1,3,NOx,83.44
28079040,2009,1,3,O3,9.27
28079040,2009,1,3,LLA,7
28079014,2009,1,3,SO2,12.75
28079014,2009,1,3,CO,0.63
28079014,2009,1,3,NO,69.23
28079014,2009,1,3,PM10,23.65
28079014,2009,1,3,NOx,152.5
28079014,2009,1,3,O3,13.12
28079014,2009,1,3,VV,0.78
28079014,2009,1,3,DV,4.46
28079014,2009,1,3,TMP,11.54
28079014,2009,1,3,HR,95.46
28079014,2009,1,3,LLA,7
28079016,2009,1,3,SO2,8.33
28079016,2009,1,3,CO,0.39
28079016,2009,1,3,NO,45.34
28079016,2009,1,3,PM10,11.56
28079016,2009,1,3,NOx,82
28079016,2009,1,3,O3,12.32
28079016,2009,1,3,LLA,11
28079018,2009,1,3,SO2,23.75
28079018,2009,1,3,CO,0.57
28079018,2009,1,3,NO,54.83
28079018,2009,1,3,PM10,12.97
28079018,2009,1,3,NOx,107
28079018,2009,1,3,O3,6.14
28079018,2009,1,3,TMP,5.71
28079018,2009,1,3,LLA,8
28079019,2009,1,3,SO2,11.13
28079019,2009,1,3,CO,0.57
28079019,2009,1,3,NO,62.17
28079019,2009,1,3,PM10,14.35
28079019,2009,1,3,NOx,140.6
28079019,2009,1,3,O3,5.34
28079019,2009,1,3,LLA,6.5
28079036,2009,1,3,SO2,22.9
28079036,2009,1,3,CO,0.56
28079036,2009,1,3,NO,54.14
28079036,2009,1,3,PM10,13.66
28079036,2009,1,3,NOx,129.6
28079036,2009,1,3,O3,9.01
28079036,2009,1,3,LLA,7.5
28079021,2009,1,3,SO2,14.93
28079021,2009,1,3,CO,0.5
28079021,2009,1,3,NO,64.67
28079021,2009,1,3,PM10,10.13
28079021,2009,1,3,NOx,113.2
28079021,2009,1,3,O3,7.43
28079021,2009,1,3,TMP,9.05
28079021,2009,1,3,PRB,921.5
28079021,2009,1,3,LLA,2.5
28079022,2009,1,3,SO2,9.54
28079022,2009,1,3,CO,0.56
28079022,2009,1,3,NO,61.69
28079022,2009,1,3,PM2.5,16.66
28079022,2009,1,3,PM10,21.89
28079022,2009,1,3,NOx,143.2
28079022,2009,1,3,O3,4.59
28079023,2009,1,3,SO2,6.71
28079023,2009,1,3,CO,0.38
28079023,2009,1,3,NO,49.79
28079023,2009,1,3,NOx,92.28
28079023,2009,1,3,O3,11.56
28079023,2009,1,3,TOL,3.37
28079023,2009,1,3,BEN,1.12
28079023,2009,1,3,EBE,0.81
28079023,2009,1,3,TCH,1.75
28079023,2009,1,3,NMHC,0.18
28079024,2009,1,3,SO2,12.53
28079024,2009,1,3,CO,0.36
28079024,2009,1,3,NO,45.07
28079024,2009,1,3,PM2.5,10.74
28079024,2009,1,3,PM10,13.47
28079024,2009,1,3,NOx,70.18
28079024,2009,1,3,O3,7.18
28079024,2009,1,3,TOL,2.68
28079024,2009,1,3,BEN,0.93
28079024,2009,1,3,EBE,0.84
28079024,2009,1,3,MXY,1.98
28079024,2009,1,3,PXY,0.96
28079024,2009,1,3,OXY,0.23
28079024,2009,1,3,TCH,1.51
28079024,2009,1,3,NMHC,0.09
28079024,2009,1,3,UV,9.84
28079024,2009,1,3,VV,1.41
28079024,2009,1,3,DV,12.03
28079024,2009,1,3,TMP,7.91
28079024,2009,1,3,HR,88.62
28079024,2009,1,3,PRB,921
28079024,2009,1,3,RS,32.43
28079024,2009,1,3,LLA,6.2
28079025,2009,1,3,SO2,5.89
28079025,2009,1,3,CO,0.56
28079025,2009,1,3,NO,77.72
28079025,2009,1,3,PM10,18.56
28079025,2009,1,3,NOx,172
28079025,2009,1,3,O3,10.44
28079025,2009,1,3,UV,10.42
28079025,2009,1,3,VV,0.58
28079025,2009,1,3,DV,7.52
28079025,2009,1,3,TMP,9.58
28079025,2009,1,3,LLA,6.3
28079026,2009,1,3,SO2,7.58
28079026,2009,1,3,NO,67.01
28079026,2009,1,3,PM2.5,9.44
28079026,2009,1,3,PM10,11.54
28079026,2009,1,3,NOx,94.64
28079026,2009,1,3,O3,10.89
28079026,2009,1,3,TOL,0.26
28079026,2009,1,3,BEN,0.25
28079026,2009,1,3,EBE,0.91
28079026,2009,1,3,TCH,1.59
28079026,2009,1,3,NMHC,0.28
28079027,2009,1,3,SO2,7.37
28079027,2009,1,3,NO,35.48
28079027,2009,1,3,PM10,10.41
28079027,2009,1,3,NOx,65.5
28079027,2009,1,3,TOL,1.69
28079027,2009,1,3,BEN,0.34
28079027,2009,1,3,EBE,1.64
28079027,2009,1,3,TCH,1.48
28079027,2009,1,3,NMHC,0.13
28079099,2009,1,3,SO2,14.22
28079099,2009,1,3,CO,0.51
28079099,2009,1,3,NO,57.99
28079099,2009,1,3,PM2.5,12.39
28079099,2009,1,3,PM10,15.47
28079099,2009,1,3,NOx,121.6
28079099,2009,1,3,O3,9.05
28079099,2009,1,3,TOL,3.21
28079099,2009,1,3,BEN,0.82
28079099,2009,1,3,EBE,1.02
28079099,2009,1,3,MXY,2.01
28079099,2009,1,3,PXY,1
28079099,2009,1,3,OXY,0.69
28079099,2009,1,3,TCH,1.61
28079099,2009,1,3,NMHC,0.15
28079099,2009,1,3,UV,10.13
28079099,2009,1,3,VV,0.98
28079099,2009,1,3,DV,7.91
28079099,2009,1,3,TMP,8.94
28079099,2009,1,3,HR,91.38
28079099,2009,1,3,PRB,921.3
28079099,2009,1,3,RS,32.43
28079099,2009,1,3,LLA,6.88
28079001,2009,1,4,SO2,20.87
28079001,2009,1,4,CO,0.51
28079001,2009,1,4,NO,63.46
28079001,2009,1,4,PM2.5,11.88
28079001,2009,1,4,PM10,19.44
28079001,2009,1,4,NOx,143.5
28079001,2009,1,4,O3,24.49
28079001,2009,1,4,LLA,0.5
28079035,2009,1,4,SO2,17.47
28079035,2009,1,4,CO,0.52
28079035,2009,1,4,NO,52.88
28079035,2009,1,4,PM10,17.53
28079035,2009,1,4,NOx,92.83
28079035,2009,1,4,O3,27.07
