Station,Year,Month,Day,Magnitude,Value
28079024,2015,1,4,NMHC,0.34
28079024,2015,1,4,UV,9
28079024,2015,1,4,VV,1.2
28079024,2015,1,4,DV,12
28079024,2015,1,4,TMP,7.1
28079024,2015,1,4,Unknown,23
28079024,2015,1,4,HR,66
28079024,2015,1,4,PRB,954
28079024,2015,1,4,RS,81
28079024,2015,1,4,LLA,0
28079027,2015,1,4,NO2,72
28079027,2015,1,4,NO,71
28079027,2015,1,4,O3,13
28079027,2015,1,4,Unknown,21
28079035,2015,1,4,SO2,21
28079035,2015,1,4,CO,1.2
28079035,2015,1,4,NO2,160
28079035,2015,1,4,NO,106
28079035,2015,1,4,O3,3
28079035,2015,1,4,Unknown,22
28079036,2015,1,4,SO2,11
28079036,2015,1,4,CO,0.7
28079036,2015,1,4,NO2,85
28079036,2015,1,4,NO,88
28079036,2015,1,4,PM10,21
28079036,2015,1,4,Unknown,21
28079036,2015,1,4,LLA,0
28079038,2015,1,4,SO2,17
28079038,2015,1,4,NO2,185
28079038,2015,1,4,NO,99
28079038,2015,1,4,PM10,24
28079038,2015,1,4,TOL,11.9
28079038,2015,1,4,BEN,3.2
28079038,2015,1,4,EBE,2.3
28079038,2015,1,4,TMP,9.2
28079038,2015,1,4,Unknown,23
28079038,2015,1,4,LLA,0
28079039,2015,1,4,CO,1.5
28079039,2015,1,4,NO2,270
28079039,2015,1,4,NO,141
28079039,2015,1,4,O3,7
28079039,2015,1,4,Unknown,20
28079039,2015,1,4,LLA,0
28079040,2015,1,4,SO2,12
28079040,2015,1,4,NO2,64
28079040,2015,1,4,NO,86
28079040,2015,1,4,PM10,18
28079040,2015,1,4,Unknown,23
28079040,2015,1,4,LLA,0
28079047,2015,1,4,NO2,145
28079047,2015,1,4,NO,101
28079047,2015,1,4,PM2.5,20
28079047,2015,1,4,PM10,26
28079047,2015,1,4,Unknown,21
28079048,2015,1,4,NO2,104
28079048,2015,1,4,NO,90
28079048,2015,1,4,PM10,24
28079048,2015,1,4,Unknown,17
28079049,2015,1,4,NO2,105
28079049,2015,1,4,NO,86
28079049,2015,1,4,O3,4
28079049,2015,1,4,Unknown,16
28079050,2015,1,4,NO2,81
28079050,2015,1,4,NO,93
28079050,2015,1,4,PM10,20
28079050,2015,1,4,TMP,10.2
28079050,2015,1,4,Unknown,22
28079054,2015,1,4,NO2,133
28079054,2015,1,4,NO,98
28079054,2015,1,4,O3,15
28079054,2015,1,4,UV,6
28079054,2015,1,4,VV,0.33
28079054,2015,1,4,DV,53
28079054,2015,1,4,TMP,9
28079054,2015,1,4,Unknown,15
28079054,2015,1,4,LLA,0
28079055,2015,1,4,NO2,111
28079055,2015,1,4,NO,91
28079055,2015,1,4,PM10,19
28079055,2015,1,4,TOL,3.5
28079055,2015,1,4,BEN,1.6
28079055,2015,1,4,EBE,0.7
28079055,2015,1,4,TCH,2.24
28079055,2015,1,4,NMHC,0.92
28079055,2015,1,4,Unknown,21
28079056,2015,1,4,CO,1.1
28079056,2015,1,4,NO2,177
28079056,2015,1,4,NO,114
28079056,2015,1,4,O3,9
28079056,2015,1,4,VV,0.24
28079056,2015,1,4,DV,3
28079056,2015,1,4,Unknown,17
28079057,2015,1,4,SO2,10
28079057,2015,1,4,CO,0.6
28079057,2015,1,4,NO2,106
28079057,2015,1,4,NO,93
28079057,2015,1,4,PM10,18
28079057,2015,1,4,TMP,8.6
28079057,2015,1,4,Unknown,19
28079058,2015,1,4,NO2,12
28079058,2015,1,4,NO,31
28079058,2015,1,4,O3,15
28079058,2015,1,4,Unknown,14
28079059,2015,1,4,NO2,22
28079059,2015,1,4,NO,42
28079059,2015,1,4,O3,32
28079059,2015,1,4,UV,6
28079059,2015,1,4,VV,0.43
28079059,2015,1,4,DV,254
28079059,2015,1,4,TMP,7.3
28079059,2015,1,4,Unknown,16
28079059,2015,1,4,HR,58
28079059,2015,1,4,PRB,951
28079059,2015,1,4,RS,133
28079059,2015,1,4,LLA,0
28079060,2015,1,4,NO2,48
28079060,2015,1,4,NO,75
28079060,2015,1,4,PM10,14
28079060,2015,1,4,O3,17
28079060,2015,1,4,Unknown,25
28079060,2015,1,4,PRB,940
28079060,2015,1,4,LLA,0
28079004,2015,1,5,SO2,16
28079004,2015,1,5,CO,0.9
28079004,2015,1,5,NO2,203
28079004,2015,1,5,NO,78
28079004,2015,1,5,VV,0.65
28079004,2015,1,5,DV,7
28079004,2015,1,5,TMP,5.8
28079004,2015,1,5,Unknown,16
28079004,2015,1,5,HR,77
28079004,2015,1,5,LLA,0
28079008,2015,1,5,SO2,18
28079008,2015,1,5,CO,0.9
28079008,2015,1,5,NO2,159
28079008,2015,1,5,NO,106
28079008,2015,1,5,PM2.5,18
28079008,2015,1,5,PM10,31
28079008,2015,1,5,O3,9
28079008,2015,1,5,TOL,9.9
28079008,2015,1,5,BEN,2
28079008,2015,1,5,EBE,1.3
28079008,2015,1,5,TCH,1.87
28079008,2015,1,5,NMHC,0.41
28079008,2015,1,5,Unknown,21
28079011,2015,1,5,NO2,91
28079011,2015,1,5,NO,77
28079011,2015,1,5,TOL,7.1
28079011,2015,1,5,BEN,3.1
28079011,2015,1,5,EBE,2.4
28079011,2015,1,5,Unknown,18
28079011,2015,1,5,LLA,0
28079016,2015,1,5,CO,0.6
28079016,2015,1,5,NO2,93
28079016,2015,1,5,NO,82
28079016,2015,1,5,O3,12
28079016,2015,1,5,Unknown,22
28079016,2015,1,5,LLA,0
28079017,2015,1,5,SO2,10
28079017,2015,1,5,NO2,248
28079017,2015,1,5,NO,112
28079017,2015,1,5,O3,5
28079017,2015,1,5,Unknown,20
28079018,2015,1,5,SO2,11
28079018,2015,1,5,CO,0.6
28079018,2015,1,5,NO2,124
28079018,2015,1,5,NO,84
28079018,2015,1,5,PM10,26
28079018,2015,1,5,O3,6
28079018,2015,1,5,TOL,5.1
28079018,2015,1,5,BEN,1.6
28079018,2015,1,5,EBE,0.4
28079018,2015,1,5,TMP,7.4
28079018,2015,1,5,Unknown,20
28079018,2015,1,5,LLA,0
28079024,2015,1,5,SO2,5
28079024,2015,1,5,CO,0.5
28079024,2015,1,5,NO2,57
28079024,2015,1,5,NO,69
28079024,2015,1,5,PM2.5,15
28079024,2015,1,5,PM10,19
28079024,2015,1,5,O3,6
28079024,2015,1,5,TOL,0.7
28079024,2015,1,5,BEN,0.1
28079024,2015,1,5,EBE,0.1
28079024,2015,1,5,TCH,1.77
28079024,2015,1,5,NMHC,0.35
28079024,2015,1,5,UV,8
28079024,2015,1,5,VV,1.28
28079024,2015,1,5,DV,7
